house_id,house_location,house_type,ridges,fp_seg_num,fp_perimeter_len,seg_numTOunique_lengths,fp_avg_seg_len_3long,fp_avg_seg_len_3short,ratio_3lngTO3hrt,footprint_area,boundingbox_area,bbTOfp_ratio,bb_0_180_axis_len,bb_90_270_axis_len,bb_lngTOshrt_ratio,roof_srf_num,ratio_flat,ratio_0,ratio_90,ratio_180,ratio_270
44,Moreton_Bay_Mixed,R1,1,8,64.74,0.75,14.33,3.44,4.17,235.31,259.51,1.1,17.76,14.61,1.21,2,0,0,0.52,0,0.48
45,Moreton_Bay_Mixed,R1,1,10,53.99,0.9,7.74,2.38,3.25,137.55,180.91,1.32,12.37,14.62,1.18,3,0.23,0,0.38,0,0.38
46,Moreton_Bay_Mixed,R1,1,6,44.4,1,10.26,4.54,2.26,115.4,121.57,1.05,9.82,12.38,1.26,2,0,0.52,0,0.48,0
47,Moreton_Bay_Mixed,R1,1,6,51.47,1,12.22,4.93,2.48,134.93,154.49,1.14,9.54,16.2,1.7,2,0,0.5,0,0.5,0
48,Moreton_Bay_Mixed,R1,1,6,42.36,1,9.71,4.41,2.21,102.73,110.14,1.07,9.18,12,1.31,2,0,0.48,0,0.52,0
49,Moreton_Bay_Mixed,R1,1,8,50.54,0.75,9.92,2.62,3.78,130.05,154.25,1.19,14.95,10.32,1.45,3,0.15,0,0.39,0,0.46
50,Moreton_Bay_Mixed,R1,1,8,53.46,0.75,10.51,3.26,3.22,141.77,175.45,1.24,15.15,11.58,1.31,3,0.12,0,0.41,0,0.46
51,Moreton_Bay_Mixed,R1,1,8,52.24,0.75,10.48,2.9,3.61,144.5,167.25,1.16,14.88,11.24,1.32,3,0.15,0,0.37,0,0.48
52,Moreton_Bay_Mixed,R1,1,6,71.04,1,15.9,7.78,2.04,263.98,287.73,1.09,12.5,23.02,1.84,2,0,0.54,0,0.46,0
53,Moreton_Bay_Mixed,R1,1,6,44.02,1,9.95,4.72,2.11,109.91,118.02,1.07,12.76,9.25,1.38,2,0,0,0.46,0,0.54
54,Moreton_Bay_Mixed,R1,1,8,51.21,1,10.68,2.06,5.17,146.78,163.85,1.12,12.62,12.99,1.03,3,0.2,0.42,0,0.38,0
55,Moreton_Bay_Mixed,R1,1,6,54.77,1,13.53,4.73,2.86,175.84,182.42,1.04,11.44,15.95,1.39,3,0.14,0,0.36,0,0.5
56,Moreton_Bay_Mixed,R1,1,8,47.27,1,8.89,2.72,3.26,118.94,139.28,1.17,12.45,11.19,1.11,3,0.09,0,0.42,0,0.49
57,Moreton_Bay_Mixed,R1,1,6,42.99,1,9.76,4.58,2.13,105.29,111.7,1.06,12.71,8.79,1.45,2,0,0,0.51,0,0.49
58,Moreton_Bay_Mixed,R1,1,6,50.47,1,11.05,5.77,1.91,135.66,154.72,1.14,14.73,10.51,1.4,2,0,0,0.45,0,0.55
59,Moreton_Bay_Mixed,R1,1,6,50.6,1,12.72,4.14,3.07,140.56,152.73,1.09,9.95,15.35,1.54,3,0.09,0.46,0,0.45,0
