house_id,fp_seg_num,fp_perimeter_len,seg_numTOunique_lengths,fp_avg_seg_len_3long,fp_avg_seg_len_3short,ratio_3lngTO3hrt,footprint_area,boundingbox_area,bbTOfp_ratio,bb_rotation,vector,bb_0_180_axis_len,bb_90_270_axis_len,bb_lngTOshrt_ratio,house_type
264,10,62.602,1,12.35,0.988,12.497,202.07,242.78900000000002,1.202,-82.0,-0.99,17.671,13.739,1.286,R2
266,4,50.126000000000005,1,13.187000000000001,11.86,1.112,153.165,154.819,1.011,10.0,0.174,14.545,10.644,1.3659999999999999,R2
267,8,51.32899999999999,1,10.587,2.011,5.266,154.642,167.06400000000002,1.08,20.0,0.342,14.206,11.76,1.208,R2
268,10,57.708999999999996,1,9.697000000000001,1.35,7.182,168.422,199.11,1.182,-80.0,-0.985,17.949,11.093,1.618,R2
269,4,67.491,1,17.647000000000002,16.086,1.097,279.306,289.077,1.035,-80.0,-0.985,19.257,15.012,1.2830000000000001,R2
272,6,50.144,1,11.773,4.942,2.3819999999999997,140.03,159.606,1.14,40.0,0.643,13.115,12.17,1.078,R2
274,10,55.036,1,9.605,1.776,5.407,161.673,190.294,1.177,30.0,0.5,14.637,13.001,1.126,R2
278,8,89.27799999999999,1,18.942999999999998,4.303,4.402,330.38,407.676,1.234,66.0,0.914,24.535,16.616,1.4769999999999999,R2
279,18,68.992,1,7.287999999999999,0.703,10.369000000000002,176.669,268.806,1.5219999999999998,8.0,0.139,17.391,15.457,1.125,R2
280,4,49.22,1,12.866,11.727,1.097,148.57299999999998,149.265,1.005,10.0,0.174,14.038,10.633,1.32,R2
282,14,52.745,1,8.613,0.665,12.953,132.315,172.49900000000002,1.304,66.0,0.914,14.164000000000001,12.179,1.163,R2
284,16,61.628,1,12.245999999999999,0.701,17.458,162.222,216.368,1.334,68.0,0.927,20.009,10.812999999999999,1.85,R2
285,4,69.48899999999999,1,19.262999999999998,15.470999999999998,1.245,269.624,272.525,1.011,-80.0,-0.985,23.076,11.81,1.954,R2
287,8,53.306000000000004,1,11.423,1.8330000000000002,6.232,154.954,180.882,1.167,10.0,0.174,14.294,12.654000000000002,1.13,R2
289,4,44.781000000000006,1,11.933,10.377,1.15,120.62100000000001,126.096,1.045,-50.0,-0.7659999999999999,13.65,9.238,1.4780000000000002,R2
290,14,72.237,1,13.097000000000001,0.897,14.604000000000001,215.639,283.28,1.314,66.0,0.914,24.886999999999997,11.383,2.186,R2
291,6,56.957,1,12.279000000000002,6.707000000000001,1.831,153.716,203.75599999999997,1.3259999999999998,-80.0,-0.985,15.774000000000001,12.917,1.2209999999999999,R2
292,10,64.669,1,13.472000000000001,0.716,18.823,244.168,262.165,1.074,-82.0,-0.99,16.81,15.595999999999998,1.078,R2
293,18,109.30799999999999,1,13.206,0.536,24.651999999999997,385.66900000000004,634.261,1.645,68.0,0.927,33.528,18.917,1.7719999999999998,R2
294,13,70.82,1,9.699,0.643,15.081,206.06900000000002,247.56799999999998,1.2009999999999998,-80.0,-0.985,19.417,12.75,1.5230000000000001,R2
297,10,49.842,1,9.923,1.127,8.802999999999999,126.118,146.905,1.165,-26.0,-0.43799999999999994,15.478,9.491,1.631,R2
299,6,60.153,1,14.2,5.851,2.427,213.226,230.37599999999998,1.08,-24.0,-0.40700000000000003,16.449,14.005,1.175,R2
300,14,71.979,1,11.134,0.292,38.175,180.62099999999998,294.428,1.63,56.0,0.8290000000000001,22.765,12.933,1.76,R2
301,10,63.595,1,11.339,1.8330000000000002,6.185,198.047,254.90599999999998,1.287,8.0,0.139,17.939,14.21,1.262,R2
302,8,72.555,1,14.092,4.519,3.1180000000000003,225.42700000000002,307.135,1.3619999999999999,10.0,0.174,23.109,13.290999999999999,1.739,R2
303,10,55.532,1,9.774,0.7290000000000001,13.414000000000001,178.50799999999998,195.34400000000002,1.094,10.0,0.174,14.01,13.943,1.005,R2
304,4,46.108000000000004,1,12.309000000000001,10.74,1.146,127.365,131.49200000000002,1.032,-80.0,-0.985,13.998,9.392999999999999,1.49,R2
305,14,47.895,1,7.9110000000000005,0.493,16.057000000000002,123.65899999999999,142.144,1.149,8.0,0.139,13.243,10.732999999999999,1.234,R2
306,10,61.144,1,10.181000000000001,2.425,4.199,168.77200000000002,237.77599999999998,1.409,24.0,0.40700000000000003,16.283,14.603,1.115,R2
307,10,55.231,1,9.43,1.652,5.707999999999999,161.122,189.87099999999998,1.178,-80.0,-0.985,15.227,12.469000000000001,1.2209999999999999,R2
310,10,67.453,1,13.035,1.463,8.911,231.23,278.12,1.203,8.0,0.139,19.861,14.003,1.4180000000000001,R2
312,14,61.976000000000006,1,8.704,0.789,11.03,160.047,239.707,1.4980000000000002,8.0,0.139,15.515999999999998,15.449000000000002,1.004,R2
313,14,63.619,1,10.172,1.175,8.655,150.292,222.195,1.4780000000000002,-80.0,-0.985,15.162,14.655,1.035,R2
314,14,93.37,1,13.071,1.942,6.73,270.983,472.085,1.742,-82.0,-0.99,30.996,15.231,2.035,R2
315,4,67.61399999999999,1,18.917,14.879000000000001,1.271,249.24099999999999,254.59900000000002,1.021,-80.0,-0.985,23.005,11.067,2.079,R2
