house_id,house_location,house_type,ridges,fp_seg_num,fp_perimeter_len,seg_numTOunique_lengths,fp_avg_seg_len_3long,fp_avg_seg_len_3short,ratio_3lngTO3hrt,footprint_area,boundingbox_area,bbTOfp_ratio,bb_0_180_axis_len,bb_90_270_axis_len,bb_lngTOshrt_ratio,roof_srf_num,ratio_flat,ratio_0*,ratio_90*,ratio_180*,ratio_270*
94,Moreton_Bay_Mixed,R2,2,8,75.061,1,14.694,4.848,3.031,266.051,346.892,1.304,21.055,16.475,1.278,9,0.136,0.181,0.248,0.169,0.267
143,Moreton_Bay_Mixed,R2,2,10,70.61,0.9,12.302,2.38,5.168,221.104,290.712,1.315,13.081,22.224,1.699,8,0.094,0.327,0.141,0.354,0.083
183,Moreton_Bay_Mixed,R2,2,8,78.168,1,15.343,4.576,3.353,280.926,372.962,1.328,22.53,16.554,1.361,8,0,0.186,0.314,0.186,0.314
97,Moreton_Bay_Mixed,R2,2,8,61.837,1,11.131,4.406,2.526,178.894,237.75,1.329,16.571,14.347,1.155,7,0,0.183,0.287,0.207,0.324
108,Moreton_Bay_Mixed,R2,2,8,69.638,1,12.424,4.589,2.707,222.642,297.336,1.335,19.808,15.011,1.32,8,0,0.198,0.328,0.185,0.289
131,Moreton_Bay_Mixed,R2,2,12,65.455,0.75,8.691,2.193,3.963,197.432,264.306,1.339,14.502,18.225,1.257,9,0.141,0.259,0.162,0.298,0.139
126,Moreton_Bay_Mixed,R2,2,10,66.25,0.9,10.365,3.172,3.267,202.491,273.067,1.349,17.679,15.446,1.145,7,0.083,0.178,0.307,0.171,0.261
134,Moreton_Bay_Mixed,R2,2,10,66.343,0.9,10.147,3.246,3.126,201.996,273.27,1.353,15.239,17.933,1.177,6,0.093,0.26,0.231,0.226,0.19
100,Moreton_Bay_Mixed,R2,2,8,63.483,1,11.304,4.751,2.379,184.652,251.014,1.359,16.804,14.938,1.125,7,0,0.184,0.309,0.225,0.282
124,Moreton_Bay_Mixed,R2,2,6,64.82,1,13.666,7.941,1.721,192.439,262.403,1.364,16.653,15.757,1.057,6,0,0.242,0.247,0.253,0.258
155,Moreton_Bay_Mixed,R2,2,8,69.943,0.75,12.28,6.073,2.022,218.88,298.975,1.366,14.883,20.089,1.35,8,0,0.287,0.22,0.302,0.191
111,Moreton_Bay_Mixed,R2,2,8,71.443,0.75,12.927,5.257,2.459,230.677,315.322,1.367,19.78,15.941,1.241,8,0,0.218,0.272,0.231,0.28
122,Moreton_Bay_Mixed,R2,2,10,66.37,0.9,10.291,3.441,2.991,200.019,274.637,1.373,17.411,15.774,1.104,7,0.095,0.173,0.295,0.173,0.264
154,Moreton_Bay_Mixed,R2,2,8,69.52,0.75,12.127,6.091,1.991,215.269,295.742,1.374,14.866,19.894,1.338,8,0,0.277,0.216,0.319,0.188
101,Moreton_Bay_Mixed,R2,2,8,82.115,1,16.732,4.374,3.825,271.078,382.074,1.409,19.032,20.075,1.055,8,0,0.263,0.24,0.247,0.249
95,Moreton_Bay_Mixed,R2,2,8,67.797,1,12.357,4.758,2.597,203.399,287.268,1.412,16.869,17.029,1.009,5,0,0.198,0.227,0.258,0.317
144,Moreton_Bay_Mixed,R2,2,8,67.407,1,12.147,4.939,2.459,200.102,283.888,1.419,16.551,17.152,1.036,8,0,0.251,0.248,0.264,0.237
170,Moreton_Bay_Mixed,R2,2,10,63.938,0.9,10.025,2.939,3.411,179.312,254.953,1.422,15.243,16.726,1.097,7,0.138,0.16,0.266,0.166,0.269
127,Moreton_Bay_Mixed,R2,2,8,70.491,0.75,12.59,5.519,2.281,215.919,309.424,1.433,16.557,18.688,1.129,5,0,0.229,0.318,0.222,0.231
128,Moreton_Bay_Mixed,R2,2,10,71.172,0.9,10.822,2.956,3.662,214.11,315.08,1.472,19.022,16.564,1.148,7,0.093,0.235,0.245,0.236,0.192
119,Moreton_Bay_Mixed,R2,2,10,70.308,0.9,10.715,3.127,3.427,208.325,308.271,1.48,16.754,18.399,1.098,7,0.078,0.22,0.245,0.233,0.223
120,Moreton_Bay_Mixed,R2,2,10,69.68,0.9,10.597,2.878,3.682,203.81,302.581,1.485,16.486,18.353,1.113,7,0.089,0.222,0.233,0.247,0.209
90,Moreton_Bay_Mixed,R2,2,14,67.759,0.857,10.854,0.836,12.976,190.612,287.02,1.506,16.318,17.589,1.078,8,0.162,0.239,0.163,0.263,0.172
